year,country,co2,co2_per_capita,trade_co2,coal_co2,cement_co2,oil_co2,gas_co2,gas_co2_per_capita,co2_growth_prct,share_global_co2
1874,World,622.997,0.453,,616.751,,6.247,,,-6.38,100.0
1875,World,675.799,0.489,,669.959,,5.84,,,8.48,100.0
1876,World,685.553,0.493,,679.01,,6.543,,,1.44,100.0
1877,World,699.099,0.5,,690.267,,8.831,,,1.98,100.0
1878,World,704.382,0.501,,694.332,,10.05,,,0.76,100.0
1879,World,754.87,0.533,,742.2,,12.67,,,7.17,100.0
1880,World,853.707,0.599,,838.331,0.0,15.376,,,13.09,100.0
1881,World,882.407,0.615,,865.153,0.0,17.254,,,3.36,100.0
1882,World,931.925,0.645,,912.808,0.0,18.952,0.165,0.0,5.61,100.0
1883,World,991.036,0.681,,974.138,0.0,16.516,0.381,0.0,6.34,100.0
1884,World,1002.178,0.683,,982.67,0.0,18.334,1.172,0.001,1.12,100.0
1885,World,1009.675,0.683,,986.989,0.0,18.97,3.715,0.002,0.75,100.0
1886,World,1025.479,0.689,,995.967,0.0,21.835,7.676,0.005,1.57,100.0
1887,World,1076.762,0.718,,1041.484,0.001,23.49,11.787,0.008,5.0,100.0
1888,World,1192.276,0.788,,1150.913,0.001,24.589,16.774,0.011,10.73,100.0
1889,World,1191.804,0.782,,1151.16,0.001,28.417,12.227,0.008,-0.04,100.0
1890,World,1298.464,0.845,,1252.114,0.001,34.661,11.688,0.008,8.95,100.0
1891,World,1358.88,0.879,,1309.093,0.001,40.839,8.947,0.006,4.65,100.0
1892,World,1370.095,0.88,,1322.104,0.001,40.215,7.775,0.005,0.83,100.0
1893,World,1353.675,0.864,,1303.831,0.001,42.556,7.288,0.005,-1.2,100.0
1894,World,1400.865,0.888,,1352.451,0.001,41.715,6.698,0.004,3.49,100.0
1895,World,1485.281,0.935,,1429.692,0.001,48.547,7.042,0.004,6.03,100.0
1896,World,1533.711,0.959,,1474.282,0.001,52.58,6.848,0.004,3.26,100.0
1897,World,1606.311,0.998,,1543.48,0.001,55.542,7.288,0.004,4.73,100.0
1898,World,1694.277,1.045,,1628.631,0.001,57.185,8.46,0.005,5.48,100.0
1899,World,1850.906,1.133,,1779.949,0.001,60.052,10.904,0.007,9.24,100.0
1900,World,1952.225,1.185,,1873.352,0.001,67.33,11.542,0.007,5.47,100.0
1901,World,2016.761,1.216,,1929.136,0.002,74.763,12.861,0.008,3.31,100.0
1902,World,2067.798,1.236,,1973.277,0.002,80.822,13.696,0.008,2.53,100.0
1903,World,2256.077,1.337,,2155.965,0.003,85.582,14.528,0.009,9.11,100.0
1904,World,2281.858,1.341,,2168.744,0.003,96.112,15.165,0.009,1.14,100.0
1905,World,2429.631,1.416,,2313.423,0.003,97.055,17.17,0.01,6.48,100.0
1906,World,2551.87,1.474,,2432.774,0.004,97.937,19.027,0.011,5.03,100.0
1907,World,2885.281,1.652,,2743.876,0.005,119.47,19.877,0.011,13.07,100.0
1908,World,2776.432,1.576,,2625.993,0.115,128.813,19.676,0.011,-3.77,100.0
1909,World,2887.083,1.625,,2726.692,0.116,134.405,23.523,0.013,3.99,100.0
1910,World,3027.589,1.688,,2856.301,0.135,143.89,24.915,0.014,4.87,100.0
1911,World,3082.462,1.708,,2901.717,0.148,152.606,25.718,0.014,1.81,100.0
1912,World,3228.332,1.776,,3040.658,0.177,156.835,28.315,0.016,4.73,100.0
1913,World,3492.411,1.908,,3278.526,0.203,181.664,29.598,0.016,8.18,100.0
1914,World,3168.341,1.719,,2950.129,0.147,185.655,30.136,0.016,-9.28,100.0
1915,World,3125.089,1.684,,2893.484,0.16,197.158,31.866,0.017,-1.37,100.0
1916,World,3373.154,1.805,,3117.193,0.181,214.689,38.377,0.02,7.94,100.0
1917,World,3527.726,1.875,,3245.711,0.148,238.863,40.509,0.022,4.58,100.0
1918,World,3479.186,1.836,,3195.795,0.12,244.625,36.519,0.019,-1.38,100.0
1919,World,3014.874,1.579,,2701.63,0.125,272.971,37.948,0.02,-13.35,100.0
1920,World,3507.598,1.821,,3112.456,0.149,350.961,41.685,0.022,16.34,100.0
1921,World,3076.038,1.586,,2654.96,0.13,384.269,34.992,0.018,-12.3,100.0
1922,World,3226.445,1.65,,2757.367,0.193,426.358,40.107,0.02,4.89,100.0
1923,World,3661.081,1.856,,3132.093,0.208,473.54,52.526,0.027,13.47,100.0
1924,World,3672.399,1.845,,3138.926,0.216,470.836,59.708,0.03,0.31,100.0
1925,World,3712.868,1.849,,3138.719,14.341,492.807,63.92,0.032,1.1,100.0
1926,World,3645.19,1.799,,3067.7,14.651,490.69,69.142,0.034,-1.82,100.0
1927,World,3981.433,1.948,,3349.259,15.355,537.87,76.014,0.037,9.22,100.0
1928,World,3962.553,1.921,,3291.87,35.521,549.607,82.621,0.04,-0.47,100.0
1929,World,4255.151,2.044,,3509.776,36.78,602.843,102.891,0.049,7.38,100.0
1930,World,3923.058,1.864,,3202.446,35.473,578.645,104.22,0.05,-7.8,100.0
1931,World,3505.272,1.652,,2818.889,30.865,560.804,92.881,0.044,-10.65,100.0
1932,World,3159.133,1.474,,2508.233,24.68,536.689,88.211,0.041,-9.87,100.0
1933,World,3326.454,1.536,,2623.658,23.831,586.516,90.908,0.042,5.3,100.0
1934,World,3617.658,1.654,,2865.027,28.499,620.58,101.938,0.047,8.75,100.0
1935,World,3796.088,1.717,,2981.713,32.049,668.987,111.359,0.05,4.93,100.0
1936,World,4170.574,1.867,,3274.493,38.701,729.372,125.514,0.056,9.87,100.0
1937,World,4458.901,1.976,,3453.106,40.766,821.758,140.558,0.062,6.91,100.0
1938,World,4195.243,1.84,,3221.828,38.494,797.244,135.477,0.059,-5.91,100.0
1939,World,4438.144,1.927,,3427.851,35.62,830.501,141.311,0.061,5.79,100.0
1940,World,4849.927,2.084,,3789.036,31.36,872.809,153.494,0.066,9.28,100.0
1941,World,4959.186,2.115,,3877.511,43.204,880.974,153.463,0.065,2.25,100.0
1942,World,4939.725,2.09,,3895.616,38.277,835.748,166.049,0.07,-0.39,100.0
1943,World,5023.251,2.109,,3913.209,34.736,888.078,182.9,0.077,1.69,100.0
1944,World,5105.437,2.128,,3862.619,22.615,1018.275,197.601,0.082,1.64,100.0
1945,World,4244.738,1.756,,2992.539,22.935,1008.624,216.68,0.09,-16.86,100.0
1946,World,4633.477,1.903,,3229.253,36.24,1140.209,223.814,0.092,9.16,100.0
1947,World,5130.185,2.09,,3613.0,43.089,1221.684,247.864,0.101,10.72,100.0
1948,World,5401.115,2.183,,3724.614,51.571,1339.994,280.095,0.113,5.28,100.0
1949,World,5243.103,2.097,,3543.269,58.148,1337.08,300.425,0.12,-2.93,100.0
1950,World,6003.238,2.367,,3855.859,66.855,1648.791,353.121,0.139,14.5,100.0
1951,World,6379.756,2.469,,4059.652,75.704,1742.875,416.148,0.161,6.27,100.0
1952,World,6465.694,2.458,,4008.654,80.704,1838.574,447.044,0.17,1.35,100.0
1953,World,6647.728,2.483,,4043.288,89.483,1952.672,474.482,0.177,2.82,100.0
1954,World,6789.936,2.492,,4039.06,97.083,2069.16,501.3,0.184,2.14,100.0
1955,World,7443.207,2.684,,4372.278,107.402,2312.551,547.173,0.197,9.62,100.0
1956,World,7924.211,2.808,,4596.625,116.45,2508.77,587.15,0.208,6.46,100.0
1957,World,8185.524,2.849,,4681.301,122.444,2622.014,646.558,0.225,3.3,100.0
1958,World,8417.6,2.877,,4753.929,129.605,2727.102,705.688,0.241,2.84,100.0
1959,World,8856.189,2.972,-0.0,4947.613,145.151,2905.371,758.071,0.254,5.21,100.0
1960,World,9386.934,3.093,-0.0,5151.701,157.316,3126.929,834.34,0.275,5.99,100.0
1961,World,9417.463,3.046,-0.0,4942.321,164.074,3313.835,881.794,0.285,0.33,100.0
1962,World,9750.057,3.095,0.0,4927.904,176.305,3562.187,967.453,0.307,3.53,100.0
1963,World,10271.524,3.199,0.0,5109.242,185.937,3807.476,1046.612,0.326,5.35,100.0
1964,World,10828.858,3.308,0.0,5214.544,206.118,4107.789,1152.633,0.352,5.43,100.0
1965,World,11317.233,3.389,0.0,5292.819,216.412,4412.701,1230.327,0.368,4.51,100.0
1966,World,11865.861,3.482,0.0,5350.565,233.003,4761.902,1339.604,0.393,4.85,100.0
1967,World,12243.046,3.519,-0.0,5265.495,239.903,5076.966,1432.7,0.412,3.18,100.0
1968,World,12909.913,3.635,0.0,5322.695,255.443,5530.066,1559.316,0.439,5.45,100.0
1969,World,13766.571,3.797,0.0,5521.405,270.887,5980.282,1708.254,0.471,6.64,100.0
1970,World,14897.567,4.026,0.0,5696.011,288.599,6800.497,1790.365,0.484,8.22,100.0
1971,World,15498.267,4.105,-0.0,5699.523,297.799,7201.875,1933.011,0.512,4.03,100.0
1972,World,16221.152,4.212,-0.0,5693.35,315.8,7765.398,2051.693,0.533,4.66,100.0
1973,World,17078.792,4.348,-0.0,5853.792,334.598,8302.782,2133.882,0.543,5.29,100.0
1974,World,17009.594,4.248,-0.0,5866.041,334.856,8185.499,2179.496,0.544,-0.41,100.0
1975,World,17046.497,4.179,-0.0,6009.966,333.111,8114.606,2204.997,0.54,0.22,100.0
1976,World,17983.973,4.329,0.0,6292.415,347.619,8552.995,2345.567,0.565,5.5,100.0
1977,World,18494.531,4.373,-0.0,6429.696,364.228,8878.314,2391.193,0.565,2.84,100.0
1978,World,19067.767,4.43,-0.0,6597.322,386.881,9148.595,2493.778,0.579,3.1,100.0
1979,World,19610.018,4.477,0.0,6856.755,392.617,9304.128,2643.942,0.604,2.84,100.0
1980,World,19492.614,4.372,-0.0,7054.758,395.544,8960.159,2717.534,0.61,-0.6,100.0
1981,World,19026.91,4.194,-0.0,7037.761,395.09,8547.767,2762.399,0.609,-2.39,100.0
1982,World,18875.76,4.088,0.0,7160.349,393.739,8339.888,2701.06,0.585,-0.79,100.0
1983,World,18998.032,4.043,0.0,7355.719,402.792,8245.443,2732.747,0.582,0.65,100.0
1984,World,19656.717,4.109,-0.0,7704.374,411.254,8331.707,2970.106,0.621,3.47,100.0
1985,World,20317.484,4.171,-0.0,8247.091,416.418,8332.611,3084.283,0.633,3.36,100.0
1986,World,20619.624,4.157,0.0,8347.767,434.335,8584.109,3023.662,0.61,1.49,100.0
1987,World,21266.195,4.209,-0.0,8637.352,453.245,8666.767,3270.912,0.647,3.14,100.0
1988,World,22101.399,4.295,-0.0,8932.728,479.306,8978.664,3435.405,0.668,3.93,100.0
1989,World,22406.833,4.278,0.0,8956.528,492.06,9137.664,3582.449,0.684,1.38,100.0
1990,World,22749.574,4.27,0.0,8714.693,499.175,9218.259,3841.498,0.721,1.53,100.0
1991,World,23238.102,4.292,-0.0,8632.497,512.582,9690.864,3919.079,0.724,2.15,100.0
1992,World,22569.624,4.104,-0.0,8432.36,534.352,9187.135,3962.803,0.721,-2.88,100.0
1993,World,22803.495,4.085,0.0,8530.223,555.907,9198.668,4070.111,0.729,1.04,100.0
1994,World,22964.583,4.055,0.0,8578.204,592.506,9234.925,4106.646,0.725,0.71,100.0
1995,World,23453.944,4.083,0.0,8823.056,626.551,9331.868,4215.056,0.734,2.13,100.0
1996,World,24154.961,4.147,-0.0,9048.363,639.058,9607.797,4401.812,0.756,2.99,100.0
1997,World,24300.55,4.115,-0.0,8999.358,658.857,9760.159,4417.083,0.748,0.6,100.0
1998,World,24206.271,4.045,-0.0,8761.669,654.332,9850.362,4489.34,0.75,-0.39,100.0
1999,World,24518.962,4.043,0.0,8694.8,685.077,10074.987,4622.641,0.762,1.29,100.0
2000,World,25234.207,4.107,0.0,9012.492,717.654,10284.601,4734.842,0.771,2.92,100.0
2001,World,25451.054,4.09,-0.0,9062.812,747.881,10374.439,4782.719,0.769,0.86,100.0
2002,World,26039.191,4.132,0.0,9455.515,788.755,10369.75,4923.49,0.781,2.31,100.0
2003,World,27366.723,4.288,-0.0,10250.968,847.688,10663.935,5096.389,0.799,5.1,100.0
2004,World,28627.533,4.43,0.0,10897.003,906.844,11014.798,5267.579,0.815,4.61,100.0
2005,World,29602.777,4.525,-0.0,11570.086,960.272,11105.161,5394.105,0.824,3.41,100.0
2006,World,30583.53,4.617,-0.0,12222.242,1047.467,11209.075,5519.419,0.833,3.31,100.0
2007,World,31493.742,4.696,0.0,12811.338,1122.72,11246.437,5705.789,0.851,2.98,100.0
2008,World,32069.444,4.724,0.0,13234.705,1138.771,11201.883,5872.526,0.865,1.83,100.0
2009,World,31607.042,4.599,-0.0,13067.147,1170.486,10999.251,5760.081,0.838,-1.44,100.0
2010,World,33343.3,4.793,-0.0,13970.832,1247.674,11306.793,6205.8,0.892,5.49,100.0
2011,World,34468.451,4.895,-0.0,14781.225,1343.288,11337.211,6377.916,0.906,3.37,100.0
2012,World,34974.075,4.908,0.0,14949.697,1377.854,11499.119,6507.532,0.913,1.47,100.0
2013,World,35283.025,4.893,0.0,15042.88,1438.774,11586.005,6552.317,0.909,0.88,100.0
2014,World,35534.443,4.871,0.0,15062.902,1493.853,11632.233,6660.134,0.913,0.71,100.0
2015,World,35496.406,4.81,0.0,14718.203,1437.305,11881.131,6785.935,0.92,-0.11,100.0
2016,World,35452.459,4.75,-0.0,14360.628,1478.758,11959.219,6967.333,0.933,-0.12,100.0
2017,World,35925.738,4.76,0.0,14453.702,1500.493,12130.801,7117.014,0.943,1.33,100.0
2018,World,36646.14,4.802,-0.0,14718.145,1566.74,12190.055,7457.572,0.977,2.01,100.0
2019,World,36702.503,4.758,0.0,14573.219,1608.472,12229.642,7553.394,0.979,0.15,100.0
2020,World,34807.259,4.465,0.0,13976.098,1626.371,11072.501,7399.509,0.949,-5.16,100.0
1950,Yemen,0.059,0.013,,,,0.059,,,,0.0
1951,Yemen,0.04,0.008,,,,0.04,,,-31.25,0.0
1952,Yemen,0.059,0.012,,,,0.059,,,45.45,0.0
1953,Yemen,0.07,0.014,,,,0.07,,,18.75,0.0
1954,Yemen,4.455,0.909,,,,4.455,,,6300.0,0.07
1955,Yemen,2.484,0.5,,,,2.484,,,-44.24,0.03
1956,Yemen,2.33,0.463,,,,2.33,,,-6.19,0.03
1957,Yemen,2.957,0.58,,,,2.957,,,26.89,0.04
1958,Yemen,1.883,0.364,,,,1.883,,,-36.31,0.02
1959,Yemen,2.601,0.496,,,,2.601,,,38.13,0.03
1960,Yemen,3.631,0.683,,,,3.631,,,39.58,0.04
1961,Yemen,2.664,0.494,,,,2.664,,,-26.64,0.03
1962,Yemen,3.884,0.71,,,,3.884,,,45.8,0.04
1963,Yemen,2.917,0.525,,,,2.917,,,-24.91,0.03
1964,Yemen,3.631,0.644,,,,3.631,,,24.5,0.03
1965,Yemen,3.928,0.686,,,,3.928,,,8.17,0.03
1966,Yemen,3.462,0.595,,,,3.462,,,-11.85,0.03
1967,Yemen,3.052,0.517,,,,3.052,,,-11.85,0.02
1968,Yemen,11.637,1.939,,,,11.637,,,281.27,0.09
1969,Yemen,4.675,0.767,,,,4.675,,,-59.82,0.03
1970,Yemen,2.51,0.405,,,,2.51,,,-46.32,0.02
1971,Yemen,1.971,0.313,,,,1.971,,,-21.46,0.01
1972,Yemen,1.495,0.234,,,,1.495,,,-24.16,0.01
1973,Yemen,2.73,0.42,,,0.007,2.722,,,82.59,0.02
1974,Yemen,2.246,0.339,,,0.029,2.217,,,-17.73,0.01
1975,Yemen,2.169,0.32,,,0.029,2.14,,,-3.43,0.01
1976,Yemen,2.564,0.368,,,0.029,2.535,,,18.23,0.01
1977,Yemen,2.978,0.415,,,0.028,2.95,,,16.13,0.02
1978,Yemen,3.102,0.418,,,0.032,3.07,,,4.17,0.02
1979,Yemen,3.218,0.42,,,0.042,3.177,,,3.75,0.02
1980,Yemen,3.314,0.417,,,0.038,3.276,,,2.95,0.02
1981,Yemen,4.225,0.513,,,0.037,4.188,,,27.52,0.02
1982,Yemen,5.934,0.695,,,0.108,5.826,,,40.43,0.03
1983,Yemen,6.286,0.709,,,0.387,5.899,,,5.93,0.03
1984,Yemen,7.097,0.77,,,0.623,6.474,,,12.91,0.04
1985,Yemen,8.573,0.896,,,0.619,7.955,,,20.8,0.04
1986,Yemen,8.192,0.824,,,0.509,7.683,,,-4.45,0.04
1987,Yemen,8.627,0.836,,,0.328,8.299,,,5.31,0.04
1988,Yemen,9.55,0.89,,,0.277,9.274,,,10.71,0.04
1989,Yemen,9.935,0.888,,,0.295,9.64,,,4.03,0.04
1990,Yemen,9.52,0.813,,,0.346,9.175,,,-4.18,0.04
1991,Yemen,9.127,0.742,,,0.352,8.775,,,-4.13,0.04
1992,Yemen,9.874,0.762,,,0.329,9.545,,,8.18,0.04
1993,Yemen,8.625,0.633,,,0.326,8.299,,,-12.64,0.04
1994,Yemen,8.982,0.628,,,0.324,8.658,,,4.13,0.04
1995,Yemen,10.352,0.694,,,0.437,9.915,,,15.25,0.04
1996,Yemen,10.526,0.68,,,0.41,10.116,,,1.68,0.04
1997,Yemen,11.316,0.708,,,0.489,10.827,,,7.5,0.05
1998,Yemen,12.065,0.733,,,0.472,11.593,,,6.62,0.05
1999,Yemen,13.724,0.811,,,0.567,13.157,,,13.75,0.06
2000,Yemen,14.475,0.832,,,0.541,13.934,,,5.48,0.06
2001,Yemen,16.017,0.894,,,0.566,15.451,,,10.65,0.06
2002,Yemen,15.554,0.843,,,0.58,14.975,,,-2.89,0.06
2003,Yemen,17.081,0.9,,,0.56,16.521,,,9.82,0.06
2004,Yemen,18.647,0.954,,,0.551,18.096,,,9.17,0.07
2005,Yemen,19.794,0.984,,,0.54,19.254,,,6.15,0.07
2006,Yemen,21.085,1.019,,,0.519,20.566,,,6.52,0.07
2007,Yemen,20.719,0.974,,,0.626,20.093,,,-1.73,0.07
2008,Yemen,22.025,1.006,,0.128,0.756,21.141,,,6.3,0.07
2009,Yemen,24.251,1.077,,0.238,0.761,22.515,0.736,0.033,10.11,0.08
2010,Yemen,23.151,1.0,,0.451,0.668,20.086,1.946,0.084,-4.54,0.07
2011,Yemen,20.19,0.848,,0.462,0.991,17.437,1.301,0.055,-12.79,0.06
2012,Yemen,18.268,0.746,,0.473,0.96,15.319,1.517,0.062,-9.52,0.05
2013,Yemen,24.976,0.993,,0.495,1.149,21.321,2.012,0.08,36.72,0.07
2014,Yemen,24.216,0.938,,0.495,1.114,20.753,1.854,0.072,-3.05,0.07
2015,Yemen,12.806,0.483,,0.414,0.884,9.614,1.894,0.072,-47.12,0.04
2016,Yemen,10.427,0.384,,0.359,0.838,8.244,0.986,0.036,-18.58,0.03
2017,Yemen,9.951,0.358,,0.337,0.681,7.749,1.183,0.042,-4.56,0.03
2018,Yemen,9.984,0.35,,0.33,0.692,8.765,0.198,0.007,0.33,0.03
2019,Yemen,10.02,0.344,,0.264,0.692,8.854,0.21,0.007,0.37,0.03
2020,Yemen,9.768,0.328,,0.266,0.692,8.596,0.215,0.007,-2.52,0.03
1950,Zambia,2.33,1.008,,2.211,0.024,0.095,,,,0.04
1951,Zambia,2.569,1.085,,2.393,0.028,0.149,,,10.27,0.04
1952,Zambia,2.89,1.189,,2.679,0.041,0.17,,,12.49,0.04
1953,Zambia,3.15,1.261,,2.902,0.054,0.194,,,9.0,0.05
1954,Zambia,3.464,1.348,,3.182,0.066,0.216,,,9.95,0.05
1955,Zambia,4.085,1.544,,3.759,0.082,0.244,,,17.93,0.05
1956,Zambia,4.453,1.635,,4.047,0.097,0.309,,,9.02,0.06
1957,Zambia,4.584,1.634,,4.152,0.113,0.318,,,2.93,0.06
1958,Zambia,4.095,1.416,,3.594,0.135,0.365,,,-10.67,0.05
1959,Zambia,4.568,1.533,,4.115,0.1,0.352,,,11.55,0.05
1960,Zambia,4.355,1.418,,3.888,0.102,0.365,,,-4.65,0.05
1961,Zambia,3.709,1.172,,3.255,0.076,0.378,,,-14.84,0.04
1962,Zambia,3.583,1.099,,3.109,0.07,0.403,,,-3.4,0.04
1963,Zambia,3.444,1.025,,2.967,0.068,0.41,,,-3.86,0.03
1964,Zambia,3.275,0.946,,2.752,0.076,0.447,,,-4.92,0.03
1965,Zambia,3.912,1.096,,3.221,0.109,0.583,,,19.46,0.03
1966,Zambia,3.498,0.95,,2.836,0.109,0.553,,,-10.58,0.03
1967,Zambia,4.788,1.261,,3.676,0.149,0.963,,,36.86,0.04
1968,Zambia,4.568,1.166,,3.324,0.167,1.076,,,-4.59,0.04
1969,Zambia,4.271,1.056,,2.887,0.164,1.22,,,-6.5,0.03
1970,Zambia,3.766,0.901,,2.437,0.087,1.242,,,-11.82,0.03
1971,Zambia,3.787,0.877,,2.171,0.232,1.384,,,0.55,0.02
1972,Zambia,4.061,0.909,,2.338,0.24,1.484,,,7.26,0.03
1973,Zambia,4.586,0.993,,2.248,0.203,2.134,,,12.91,0.03
1974,Zambia,4.197,0.878,,1.986,0.218,1.993,,,-8.47,0.02
1975,Zambia,4.076,0.825,,1.858,0.222,1.997,,,-2.88,0.02
1976,Zambia,4.019,0.786,,1.795,0.187,2.037,,,-1.39,0.02
1977,Zambia,3.735,0.706,,1.59,0.192,1.953,,,-7.08,0.02
1978,Zambia,3.471,0.635,,1.403,0.06,2.008,,,-7.07,0.02
1979,Zambia,3.596,0.636,,1.342,0.094,2.16,,,3.62,0.02
1980,Zambia,3.523,0.602,,1.352,0.075,2.096,,,-2.04,0.02
1981,Zambia,3.358,0.555,,1.132,0.068,2.158,,,-4.69,0.02
1982,Zambia,3.511,0.56,,1.352,0.07,2.088,,,4.55,0.02
1983,Zambia,3.261,0.503,,1.011,0.069,2.18,,,-7.12,0.02
1984,Zambia,2.804,0.418,,1.129,0.108,1.568,,,-13.99,0.01
1985,Zambia,2.733,0.395,,1.107,0.139,1.488,,,-2.56,0.01
1986,Zambia,2.866,0.401,,1.224,0.143,1.499,,,4.86,0.01
1987,Zambia,2.674,0.363,,1.025,0.16,1.489,,,-6.69,0.01
1988,Zambia,3.109,0.409,,1.383,0.171,1.555,,,16.28,0.01
1989,Zambia,2.57,0.329,,0.876,0.159,1.535,,,-17.34,0.01
1990,Zambia,2.407,0.3,0.293,0.832,0.179,1.396,,,-6.34,0.01
1991,Zambia,2.382,0.289,0.546,0.839,0.15,1.392,,,-1.05,0.01
1992,Zambia,2.425,0.287,0.585,0.872,0.142,1.411,,,1.8,0.01
1993,Zambia,2.466,0.285,0.752,0.883,0.143,1.44,,,1.7,0.01
1994,Zambia,2.393,0.27,0.868,0.839,0.114,1.44,,,-2.95,0.01
1995,Zambia,2.142,0.236,1.094,0.33,0.127,1.685,,,-10.49,0.01
1996,Zambia,1.838,0.197,1.367,0.421,0.142,1.275,,,-14.21,0.01
1997,Zambia,2.354,0.245,1.787,0.484,0.156,1.714,,,28.08,0.01
1998,Zambia,2.278,0.231,1.631,0.462,0.142,1.674,,,-3.21,0.01
1999,Zambia,1.778,0.175,1.416,0.278,0.121,1.378,,,-21.98,0.01
2000,Zambia,1.784,0.171,2.082,0.289,0.154,1.341,,,0.37,0.01
2001,Zambia,1.886,0.176,2.019,0.3,0.087,1.499,,,5.69,0.01
2002,Zambia,1.961,0.179,2.011,0.304,0.092,1.565,,,3.99,0.01
2003,Zambia,2.074,0.184,1.854,0.322,0.14,1.612,,,5.79,0.01
2004,Zambia,2.104,0.182,1.607,0.239,0.155,1.71,,,1.43,0.01
2005,Zambia,2.243,0.189,1.647,0.315,0.172,1.755,,,6.58,0.01
2006,Zambia,2.231,0.183,2.452,0.132,0.216,1.883,,,-0.51,0.01
2007,Zambia,2.294,0.184,2.869,0.293,0.209,1.793,,,2.83,0.01
2008,Zambia,2.553,0.199,4.389,0.315,0.215,2.023,,,11.28,0.01
2009,Zambia,2.94,0.222,3.11,0.407,0.339,2.195,,,15.17,0.01
2010,Zambia,3.12,0.229,2.66,0.381,0.435,2.305,,,6.12,0.01
2011,Zambia,3.372,0.24,4.033,0.267,0.459,2.646,,,8.08,0.01
2012,Zambia,4.166,0.288,2.746,0.348,0.612,3.206,,,23.53,0.01
2013,Zambia,4.416,0.296,4.075,0.458,0.705,3.254,,,6.01,0.01
2014,Zambia,4.877,0.317,4.113,0.484,0.736,3.657,,,10.43,0.01
2015,Zambia,5.098,0.321,3.686,0.484,0.697,3.917,,,4.54,0.01
2016,Zambia,5.659,0.346,3.615,0.854,0.775,4.03,,,11.01,0.02
2017,Zambia,6.517,0.387,3.173,1.902,0.856,3.759,,,15.16,0.02
2018,Zambia,7.313,0.422,2.796,2.744,1.066,3.503,,,12.21,0.02
2019,Zambia,7.047,0.395,2.971,2.326,1.066,3.655,,,-3.64,0.02
2020,Zambia,6.573,0.358,,2.418,1.066,3.089,,,-6.73,0.02
1903,Zimbabwe,0.114,0.099,,0.114,,,,,,0.01
1904,Zimbabwe,0.143,0.122,,0.143,,,,,25.81,0.01
1905,Zimbabwe,0.234,0.198,,0.234,,,,,64.1,0.01
1906,Zimbabwe,0.253,0.21,,0.253,,,,,7.81,0.01
1907,Zimbabwe,0.278,0.227,,0.278,,,,,10.14,0.01
1908,Zimbabwe,0.396,0.318,,0.396,,,,,42.11,0.01
1909,Zimbabwe,0.41,0.324,,0.41,,,,,3.7,0.01
1910,Zimbabwe,0.432,0.336,,0.432,,,,,5.36,0.01
1911,Zimbabwe,0.513,0.393,,0.513,,,,,18.64,0.02
1912,Zimbabwe,0.52,0.392,,0.52,,,,,1.43,0.02
1913,Zimbabwe,0.583,0.433,,0.583,,,,,11.97,0.02
1914,Zimbabwe,0.843,0.616,,0.843,,,,,44.65,0.03
1915,Zimbabwe,0.986,0.71,,0.986,,,,,16.96,0.03
1916,Zimbabwe,1.183,0.84,,1.183,,,,,20.07,0.04
1917,Zimbabwe,1.323,0.924,,1.323,,,,,11.76,0.04
1918,Zimbabwe,1.18,0.812,,1.18,,,,,-10.8,0.03
1919,Zimbabwe,1.227,0.831,,1.227,,,,,4.04,0.04
1920,Zimbabwe,1.389,0.923,,1.389,,,,,13.13,0.04
1921,Zimbabwe,1.385,0.904,,1.385,,,,,-0.26,0.05
1922,Zimbabwe,1.242,0.795,,1.242,,,,,-10.32,0.04
1923,Zimbabwe,1.484,0.93,,1.484,,,,,19.47,0.04
1924,Zimbabwe,1.568,0.962,,1.568,,,,,5.68,0.04
1925,Zimbabwe,1.828,1.099,,1.828,,,,,16.59,0.05
1926,Zimbabwe,2.323,1.368,,2.323,,,,,27.05,0.06
1927,Zimbabwe,2.411,1.39,,2.411,,,,,3.79,0.06
1928,Zimbabwe,2.906,1.641,,2.906,,,,,20.52,0.07
1929,Zimbabwe,2.752,1.522,,2.752,,,,,-5.3,0.06
1930,Zimbabwe,2.492,1.35,,2.492,,,,,-9.45,0.06
1931,Zimbabwe,1.557,0.827,,1.557,,,,,-37.5,0.04
1932,Zimbabwe,1.161,0.604,,1.161,,,,,-25.41,0.04
1933,Zimbabwe,1.282,0.654,,1.282,,,,,10.41,0.04
1934,Zimbabwe,1.707,0.854,,1.707,,,,,33.14,0.05
1935,Zimbabwe,1.843,0.904,,1.843,,,,,7.94,0.05
1936,Zimbabwe,1.869,0.898,,1.869,,,,,1.39,0.04
1937,Zimbabwe,2.733,1.287,,2.733,,,,,46.27,0.06
1938,Zimbabwe,2.77,1.279,,2.77,,,,,1.34,0.07
1939,Zimbabwe,2.968,1.343,,2.968,,,,,7.14,0.07
1940,Zimbabwe,3.426,1.521,,3.426,,,,,15.43,0.07
1941,Zimbabwe,3.745,1.63,,3.745,,,,,9.3,0.08
1942,Zimbabwe,4.14,1.768,,4.14,,,,,10.57,0.08
1943,Zimbabwe,4.719,1.978,,4.719,,,,,13.98,0.09
1944,Zimbabwe,4.796,1.972,,4.796,,,,,1.63,0.09
1945,Zimbabwe,4.462,1.8,,4.43,0.033,,,,-6.96,0.11
1946,Zimbabwe,4.312,1.707,,4.28,0.033,,,,-3.37,0.09
1947,Zimbabwe,4.037,1.568,,4.001,0.036,,,,-6.37,0.08
